Reference GeoSymbio;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Type;Gene;Accession number;Host_Phylum;Host_Class;Host_Order;Host_Family;Host_Genus;Host_Species;Host_Sci_Name;Ocean;Country;StateRegion;Latitude;Longitude;Reference;;Accession number;Host_Species_code;Country;year;sample_number;;;;;;;;;;;;;;;
B7;ITS2;AF499784;Cnidaria;Anthozoa;Scleractinia;Pocilloporidae;Madracis;senaria;Madracis senaria;Caribbean;Netherlands;Curacao;12.197672;-68.939165;Frade_2008_Mol_Ecol_17_691;;AF499784;Msenaria;Cur;2005;2;;;;;;;;;;;;;;;
B7;ITS2;AF499784;Cnidaria;Anthozoa;Scleractinia;Pocilloporidae;Madracis;senaria;Madracis senaria;Caribbean;Netherlands;Curacao;12.197672;-68.939165;Frade_2008_Mol_Ecol_17_691;;AF499784;Msenaria;Cur;2005;3;;;;;;;;;;;;;;;
B7;ITS2;AF499784;Cnidaria;Anthozoa;Scleractinia;Pocilloporidae;Madracis;senaria;Madracis senaria;Caribbean;Netherlands;Curacao;12.197672;-68.939165;Frade_2008_Mol_Ecol_17_691;;AF499784;Msenaria;Cur;2005;4;;;;;;;;;;;;;;;
B7;ITS2;AF499784;Cnidaria;Anthozoa;Scleractinia;Pocilloporidae;Madracis;decactis;Madracis decactis;Caribbean;Bahamas;Exuma Islands;23.76725556;-76.09464167;LaJeunesse_2002_Mar_Biol_141_387;;AF499784;Mdecactis;Bah;1999;1;;;;;;;;;;;;;;;
B9;ITS2;AF499786;Cnidaria;Anthozoa;Scleractinia;Faviidae;Colpophyllia;natans;Colpophyllia natans;Caribbean;Bahamas;Exuma Islands;23.76725556;-76.09464167;LaJeunesse_2002_Mar_Biol_141_387;;AF499786;Cnatans;Bah;1999;2;;;;;;;;;;;;;;;
C1;ITS2;AF333515;Cnidaria;Anthozoa;Scleractinia;Faviidae;Colpophyllia;natans;Colpophyllia natans;Caribbean;United States;US Virgin Islands;18.296119;-64.890936;Correa_2009_Coral_Reefs_28_437;;AF333515;Cnatans;USVI;2007;2;;;;;;;;;;;;;;;
C1;ITS2;AF333515;Cnidaria;Anthozoa;Scleractinia;Faviidae;Montastraea;annularis;Montastraea annularis;Caribbean;United States;US Virgin Islands;18.296119;-64.890936;Correa_2009_Coral_Reefs_28_437;;AF333515;Oannularis;USVI;2007;2;;;;;;;;;;;;;;;
C1;ITS2;AF333515;Cnidaria;Anthozoa;Scleractinia;Faviidae;Montastraea;annularis;Montastraea annularis;Caribbean;United States;US Virgin Islands;18.296119;-64.890936;Correa_2009_Coral_Reefs_28_437;;AF333515;Oannularis;USVI;2007;3;;;;;;;;;;;;;;;
C1;ITS2;AF333515;Cnidaria;Anthozoa;Scleractinia;Faviidae;Montastraea;franksi;Montastraea franksi;Caribbean;United States;US Virgin Islands;18.296119;-64.890936;Correa_2009_Coral_Reefs_28_437;;AF333515;Ofranksi;USVI;2007;2;;;;;;;;;;;;;;;
C1;ITS2;AF333515;Cnidaria;Anthozoa;Scleractinia;Siderastreidae;Siderastrea;siderea;Siderastrea siderea;Caribbean;United States;US Virgin Islands;18.296119;-64.890936;Correa_2009_Coral_Reefs_28_437;;AF333515;Ssiderea;USVI;2007;4;;;;;;;;;;;;;;;
C1;ITS2;AF333515;Cnidaria;Anthozoa;Scleractinia;Poritidae;Porites;astreoides;Porites astreoides;Caribbean;Belize;Western Caribbean;16.480001;-88.045999;Finney_2010_Microb_Ecol_60_250;;AF333515;Pastreoides;Bel;2003;1;;;;;;;;;;;;;;;
C1;ITS2;AF333515;Cnidaria;Anthozoa;Scleractinia;Poritidae;Porites;astreoides;Porites astreoides;Caribbean;Belize;Western Caribbean;16.480001;-88.045999;Finney_2010_Microb_Ecol_60_250;;AF333515;Pastreoides;Bel;2003;2;;;;;;;;;;;;;;;
C1;ITS2;AF333515;Cnidaria;Anthozoa;Scleractinia;Siderastreidae;Siderastrea;siderea;Siderastrea siderea;Caribbean;Belize;Western Caribbean;16.480001;-88.045999;Finney_2010_Microb_Ecol_60_250;;AF333515;Ssiderea;Bel;2003;1;;;;;;;;;;;;;;;
C1;ITS2;AF333515;Cnidaria;Anthozoa;Scleractinia;Agariciidae;Agaricia;humilis;Agaricia humilis;Caribbean;Mexico;Quintana Roo;20.5;-86.52;LaJeunesse_2002_Mar_Biol_141_387;;AF333515;Ahumilis;Mex;1999;1;;;;;;;;;;;;;;;
C1;ITS2;AF333515;Cnidaria;Anthozoa;Scleractinia;Faviidae;Colpophyllia;natans;Colpophyllia natans;Caribbean;Mexico;Quintana Roo;20.5;-86.52;LaJeunesse_2002_Mar_Biol_141_387;;AF333515;Cnatans;Mex;1999;2;;;;;;;;;;;;;;;
C1;ITS2;AF333515;Cnidaria;Anthozoa;Scleractinia;Faviidae;Diploria;strigosa;Diploria strigosa;Caribbean;Mexico;Quintana Roo;20.5;-86.52;LaJeunesse_2002_Mar_Biol_141_387;;AF333515;Dstrigosa;Mex;1999;2;;;;;;;;;;;;;;;
C1;ITS2;AF333515;Cnidaria;Anthozoa;Scleractinia;Meandrinidae;Eusmilia ;fastigiata;Eusmilia  fastigiata;Caribbean;Mexico;Quintana Roo;20.5;-86.52;LaJeunesse_2002_Mar_Biol_141_387;;AF333515;Efastigiata;Mex;1999;3;;;;;;;;;;;;;;;
C1;ITS2;AF333515;Cnidaria;Anthozoa;Scleractinia;Faviidae;Favia;fragum;Favia fragum;Caribbean;Mexico;Quintana Roo;20.5;-86.52;LaJeunesse_2002_Mar_Biol_141_387;;AF333515;Ffragum;Mex;1999;2;;;;;;;;;;;;;;;
C1;ITS2;AF333515;Cnidaria;Anthozoa;Scleractinia;Faviidae;Manicina;areolata;Manicina areolata;Caribbean;Mexico;Quintana Roo;20.5;-86.52;LaJeunesse_2002_Mar_Biol_141_387;;AF333515;Mareolata;Mex;1999;2;;;;;;;;;;;;;;;
C1;ITS2;AF333515;Cnidaria;Anthozoa;Scleractinia;Poritidae;Porites;colonensis;Porites colonensis;Caribbean;Mexico;Quintana Roo;20.5;-86.52;LaJeunesse_2002_Mar_Biol_141_387;;AF333515;Pcolonensis;Mex;1999;1;;;;;;;;;;;;;;;
C1;ITS2;AF333515;Cnidaria;Anthozoa;Scleractinia;Poritidae;Porites;divaricata;Porites divaricata;Caribbean;Bahamas;Exuma Islands;23.76725556;-76.09464167;LaJeunesse_2002_Mar_Biol_141_387;;AF333515;Pdivaricata;Bah;1999;1;;;;;;;;;;;;;;;
C1;ITS2;AF333515;Cnidaria;Anthozoa;Scleractinia;Siderastreidae;Siderastrea;siderea;Siderastrea siderea;Caribbean;Mexico;Quintana Roo;20.5;-86.52;LaJeunesse_2002_Mar_Biol_141_387;;AF333515;Ssiderea;Mex;1999;1;;;;;;;;;;;;;;;
C10;ITS2;AF499799;Cnidaria;Anthozoa;Scleractinia;Poritidae;Porites;porites;Porites porites;Caribbean;Bahamas;Exuma Islands;23.76725556;-76.09464167;LaJeunesse_2002_Mar_Biol_141_387;;AF499799;Pporites;Bah;1999;1;;;;;;;;;;;;;;;
C11;ITS2;AF499800;Cnidaria;Anthozoa;Scleractinia;Mussidae;Scolymia;sp.;Scolymia sp.;Caribbean;Bahamas;Exuma Islands;23.76725556;-76.09464167;LaJeunesse_2002_Mar_Biol_141_387;;AF499800;Scolymia sp.;Bah;1999;1;;;;;;;;;;;;;;;
C11;ITS2;AF499800;Cnidaria;Anthozoa;Scleractinia;Mussidae;Mussa;angulosa;Mussa angulosa;Caribbean;Barbados;Eastern Caribbean;13.113952;-59.323522;Finney_2010_Microb_Ecol_60_250;;AF499800;Mangulosa;Bar;2005;1;;;;;;;;;;;;;;;
C11;ITS2;AF499800;Cnidaria;Anthozoa;Scleractinia;Mussidae;Mussa;angulosa;Mussa angulosa;Caribbean;Belize;Western Caribbean;16.480001;-88.045999;Finney_2010_Microb_Ecol_60_250;;AF499800;Mangulosa;Bel;2003;1;;;;;;;;;;;;;;;
C11;ITS2;AF499800;Cnidaria;Anthozoa;Scleractinia;Mussidae;Mycetophyllia;ferox;Mycetophyllia ferox;Caribbean;Belize;Western Caribbean;16.480001;-88.045999;Finney_2010_Microb_Ecol_60_250;;AF499800;Mferox;Bel;2003;1;;;;;;;;;;;;;;;
C11;ITS2;AF499800;Cnidaria;Anthozoa;Scleractinia;Mussidae;Mycetophyllia;lamarckiana;Mycetophyllia lamarckiana;Caribbean;Belize;Western Caribbean;16.480001;-88.045999;Finney_2010_Microb_Ecol_60_250;;AF499800;Mlamarckiana;Bel;2003;1;;;;;;;;;;;;;;;
C11;ITS2;AF499800;Cnidaria;Anthozoa;Scleractinia;Mussidae;Scolymia;sp.;Scolymia sp.;Caribbean;Belize;Western Caribbean;16.480001;-88.045999;Finney_2010_Microb_Ecol_60_250;;AF499800;Scolymia sp.;Bel;2003;1;;;;;;;;;;;;;;;
C11;ITS2;AF499800;Cnidaria;Anthozoa;Scleractinia;Mussidae;Scolymia;sp.;Scolymia sp.;Caribbean;Bahamas;Exuma Islands;23.76725556;-76.09464167;LaJeunesse_2002_Mar_Biol_141_387;;AF499800;Scolymia sp.;Bah;1999;2;;;;;;;;;;;;;;;
C12;ITS2;AF499801;Cnidaria;Anthozoa;Scleractinia;Acroporidae;Acropora;sp.;Acropora sp.;Caribbean;Bahamas;Exuma Islands;23.76725556;-76.09464167;LaJeunesse_2002_Mar_Biol_141_387;;AF499801;Acropora sp.;Bah;1999;1;;;;;;;;;;;;;;;
C12;ITS2;AF499801;Cnidaria;Anthozoa;Scleractinia;Faviidae;Montastraea;sp.;Montastraea sp.;Caribbean;Bahamas;Exuma Islands;23.76725556;-76.09464167;LaJeunesse_2002_Mar_Biol_141_387;;AF499801;Montastraea sp.;Bah;1999;1;;;;;;;;;;;;;;;
C12;ITS2;AF499801;Cnidaria;Anthozoa;Scleractinia;Faviidae;Montastraea;annularis;Montastraea annularis;Caribbean;Bahamas;Exuma Islands;23.76725556;-76.09464167;Thornhill_2006_Mar_Biol_148_711;;AF499801;Oannularis;Bah;2003;1;;;;;;;;;;;;;;;
C12;ITS2;AF499801;Cnidaria;Anthozoa;Scleractinia;Faviidae;Montastraea;faveolata;Montastraea faveolata;Caribbean;Bahamas;Exuma Islands;23.76725556;-76.09464167;Thornhill_2006_Mar_Biol_148_711;;AF499801;Ofaveolata;Bah;2003;1;;;;;;;;;;;;;;;
C12;ITS2;AF499801;Cnidaria;Anthozoa;Scleractinia;Faviidae;Montastraea;faveolata;Montastraea faveolata;Caribbean;Bahamas;Exuma Islands;23.76725556;-76.09464167;Thornhill_2006_Mar_Biol_148_711;;AF499801;Ofaveolata;Bah;2004;3;;;;;;;;;;;;;;;
C12;ITS2;AF499801;Cnidaria;Anthozoa;Scleractinia;Faviidae;Montastraea;franksi;Montastraea franksi;Caribbean;Bahamas;Exuma Islands;23.76725556;-76.09464167;Thornhill_2006_Mar_Biol_148_711;;AF499801;Ofranksi;Bah;2004;2;;;;;;;;;;;;;;;
C12;ITS2;AF499801;Cnidaria;Anthozoa;Scleractinia;Faviidae;Montastraea;annularis;Montastraea annularis;Caribbean;Bahamas;Exuma Islands;24.345729;-75.346566;Thornhill_2009_PLoS_ONE_4_e6262;;AF499801;Oannularis;Bah;2005;3;;;;;;;;;;;;;;;
C12;ITS2;AF499801;Cnidaria;Anthozoa;Scleractinia;Faviidae;Montastraea;faveolata;Montastraea faveolata;Caribbean;Bahamas;Exuma Islands;24.345729;-75.346566;Thornhill_2009_PLoS_ONE_4_e6262;;AF499801;Ofaveolata;Bah;2005;3;;;;;;;;;;;;;;;
C12;ITS2;AF499801;Cnidaria;Anthozoa;Scleractinia;Faviidae;Montastraea;faveolata;Montastraea faveolata;Caribbean;Bahamas;Exuma Islands;25.03428;-77.39628;Thornhill_2009_PLoS_ONE_4_e6262;;AF499801;Ofaveolata;Bah;2005;4;;;;;;;;;;;;;;;
C16;ITS2;AY258477;Cnidaria;Anthozoa;Scleractinia;Astrocoeniidae;Stephanocoenia;intersepta;Stephanocoenia intersepta;Caribbean;Belize;Western Caribbean;16.480001;-88.045999;Finney_2010_Microb_Ecol_60_250;;AY258477;Sintercepta;Bel;2003;1;;;;;;;;;;;;;;;
C1a;ITS2;AF499788;Cnidaria;Anthozoa;Scleractinia;Poritidae;Porites;colonensis;Porites colonensis;Caribbean;Mexico;Quintana Roo;20.5;-86.52;LaJeunesse_2002_Mar_Biol_141_387;;AF499788;Pcolonensis;Mex;1999;2;;;;;;;;;;;;;;;
C1a;ITS2;AF499788;Cnidaria;Anthozoa;Scleractinia;Poritidae;Porites;astreoides;Porites astreoides;Caribbean;Belize;Western Caribbean;16.480001;-88.045999;Finney_2010_Microb_Ecol_60_250;;AF499788;Pastreoides;Bel;2003;3;;;;;;;;;;;;;;;
C1a;ITS2;AF499788;Cnidaria;Anthozoa;Scleractinia;Poritidae;Porites;astreoides;Porites astreoides;Caribbean;Belize;Western Caribbean;16.480001;-88.045999;Finney_2010_Microb_Ecol_60_250;;AF499788;Pastreoides;Bel;2003;4;;;;;;;;;;;;;;;
C1j;ITS2;AY589732;Cnidaria;Anthozoa;Scleractinia;Poritidae;Porites;astreoides;Porites astreoides;Caribbean;Belize;Western Caribbean;16.480001;-88.045999;Finney_2010_Microb_Ecol_60_250;;AY589732;Pastreoides;Bel;2003;5;;;;;;;;;;;;;;;
C1j;ITS2;AY589732;Cnidaria;Anthozoa;Scleractinia;Poritidae;Porites;astreoides;Porites astreoides;Caribbean;Belize;Western Caribbean;16.480001;-88.045999;Finney_2010_Microb_Ecol_60_250;;AY589732;Pastreoides;Bel;2003;6;;;;;;;;;;;;;;;
C3;ITS2;AF499789;Cnidaria;Anthozoa;Scleractinia;Mussidae;Isophyllastrea;rigida;Isophyllastrea rigida;Caribbean;Mexico;Quintana Roo;20.5;-86.52;LaJeunesse_2002_Mar_Biol_141_387;;AF499789;Irigida;Mex;1999;1;;;;;;;;;;;;;;;
C3;ITS2;AF499789;Cnidaria;Anthozoa;Scleractinia;Meandrinidae;Meandrina;meandrites;Meandrina meandrites;Caribbean;Colombia;Cartagena;10.141381;-75.930156;Camargo_2009_Biodivers_Conserv_18_935;;AF499789;Mmeandrites;Col;2006;2;;;;;;;;;;;;;;;
C3;ITS2;AF499789;Cnidaria;Anthozoa;Scleractinia;Poritidae;Porites;astreoides;Porites astreoides;Caribbean;Colombia;Cartagena;10.141381;-75.930156;Camargo_2009_Biodivers_Conserv_18_935;;AF499789;Pastreoides;Col;2006;3;;;;;;;;;;;;;;;
C3;ITS2;AF499789;Cnidaria;Anthozoa;Scleractinia;Agariciidae;Agaricia;sp.;Agaricia sp.;Caribbean;United States;Florida;24.776438;-80.717769;Correa_2009_Coral_Reefs_28_437;;AF499789;Agaricia sp.;Flo;2006;1;;;;;;;;;;;;;;;
C3;ITS2;AF499789;Cnidaria;Anthozoa;Scleractinia;Faviidae;Colpophyllia;natans;Colpophyllia natans;Caribbean;United States;US Virgin Islands;18.296119;-64.890936;Correa_2009_Coral_Reefs_28_437;;AF499789;Cnatans;USVI;2007;3;;;;;;;;;;;;;;;
C3;ITS2;AF499789;Cnidaria;Anthozoa;Scleractinia;Faviidae;Montastraea;annularis;Montastraea annularis;Caribbean;United States;US Virgin Islands;18.296119;-64.890936;Correa_2009_Coral_Reefs_28_437;;AF499789;Oannularis;USVI;2007;4;;;;;;;;;;;;;;;
C3;ITS2;AF499789;Cnidaria;Anthozoa;Scleractinia;Faviidae;Montastraea;cavernosa;Montastraea cavernosa;Caribbean;United States;Florida;24.776438;-80.717769;Correa_2009_Coral_Reefs_28_437;;AF499789;Mcavernosa;Flo;2006;1;;;;;;;;;;;;;;;
C3;ITS2;AF499789;Cnidaria;Anthozoa;Scleractinia;Siderastreidae;Siderastrea;siderea;Siderastrea siderea;Caribbean;United States;US Virgin Islands;18.296119;-64.890936;Correa_2009_Coral_Reefs_28_437;;AF499789;Ssiderea;USVI;2007;5;;;;;;;;;;;;;;;
C3;ITS2;AF499789;Cnidaria;Anthozoa;Scleractinia;Siderastreidae;Siderastrea;siderea;Siderastrea siderea;Caribbean;United States;US Virgin Islands;18.296119;-64.890936;Correa_2009_Coral_Reefs_28_437;;AF499789;Ssiderea;USVI;2007;6;;;;;;;;;;;;;;;
C3;ITS2;AF499789;Cnidaria;Anthozoa;Scleractinia;Siderastreidae;Siderastrea;siderea;Siderastrea siderea;Caribbean;United States;Florida;24.776438;-80.717769;Correa_2009_Coral_Reefs_28_437;;AF499789;Ssiderea;Flo;2006;11;;;;;;;;;;;;;;;
C3;ITS2;AF499789;Cnidaria;Anthozoa;Scleractinia;Siderastreidae;Siderastrea;siderea;Siderastrea siderea;Caribbean;United States;Florida;24.776438;-80.717769;Correa_2009_Coral_Reefs_28_437;;AF499789;Ssiderea;Flo;2006;12;;;;;;;;;;;;;;;
C3;ITS2;AF499789;Cnidaria;Anthozoa;Scleractinia;Agariciidae;Agaricia;agaricites;Agaricia agaricites;Caribbean;Barbados;Eastern Caribbean;13.113952;-59.323522;Finney_2010_Microb_Ecol_60_250;;AF499789;Aagiricites;Bar;2005;3;;;;;;;;;;;;;;;
C3;ITS2;AF499789;Cnidaria;Anthozoa;Scleractinia;Agariciidae;Agaricia;agaricites;Agaricia agaricites;Caribbean;Barbados;Eastern Caribbean;13.113952;-59.323522;Finney_2010_Microb_Ecol_60_250;;AF499789;Aagiricites;Bar;2005;4;;;;;;;;;;;;;;;
C3;ITS2;AF499789;Cnidaria;Anthozoa;Scleractinia;Agariciidae;Agaricia;agaricites;Agaricia agaricites;Caribbean;Barbados;Eastern Caribbean;13.113952;-59.323522;Finney_2010_Microb_Ecol_60_250;;AF499789;Aagiricites;Bar;2005;5;;;;;;;;;;;;;;;
C3;ITS2;AF499789;Cnidaria;Anthozoa;Scleractinia;Agariciidae;Agaricia;agaricites;Agaricia agaricites;Caribbean;Barbados;Eastern Caribbean;13.113952;-59.323522;Finney_2010_Microb_Ecol_60_250;;AF499789;Aagiricites;Bar;2005;6;;;;;;;;;;;;;;;
C3;ITS2;AF499789;Cnidaria;Anthozoa;Scleractinia;Agariciidae;Agaricia;agaricites;Agaricia agaricites;Caribbean;Barbados;Eastern Caribbean;13.113952;-59.323522;Finney_2010_Microb_Ecol_60_250;;AF499789;Aagiricites;Bar;2005;7;;;;;;;;;;;;;;;
C3;ITS2;AF499789;Cnidaria;Anthozoa;Scleractinia;Agariciidae;Agaricia;agaricites;Agaricia agaricites;Caribbean;Belize;Western Caribbean;16.480001;-88.045999;Finney_2010_Microb_Ecol_60_250;;AF499789;Aagiricites;Bel;2003;1;;;;;;;;;;;;;;;
C3;ITS2;AF499789;Cnidaria;Anthozoa;Scleractinia;Agariciidae;Agaricia;agaricites;Agaricia agaricites;Caribbean;Belize;Western Caribbean;16.480001;-88.045999;Finney_2010_Microb_Ecol_60_250;;AF499789;Aagiricites;Bel;2003;2;;;;;;;;;;;;;;;
C3;ITS2;AF499789;Cnidaria;Anthozoa;Scleractinia;Agariciidae;Agaricia;agaricites;Agaricia agaricites;Caribbean;Belize;Western Caribbean;16.480001;-88.045999;Finney_2010_Microb_Ecol_60_250;;AF499789;Aagiricites;Bel;2003;3;;;;;;;;;;;;;;;
C3;ITS2;AF499789;Cnidaria;Anthozoa;Scleractinia;Agariciidae;Agaricia;fragilis;Agaricia fragilis;Caribbean;Barbados;Eastern Caribbean;13.113952;-59.323522;Finney_2010_Microb_Ecol_60_250;;AF499789;Afragilis;Bar;2005;2;;;;;;;;;;;;;;;
C3;ITS2;AF499789;Cnidaria;Anthozoa;Scleractinia;Agariciidae;Agaricia;fragilis;Agaricia fragilis;Caribbean;Belize;Western Caribbean;16.480001;-88.045999;Finney_2010_Microb_Ecol_60_250;;AF499789;Afragilis;Bel;2003;1;;;;;;;;;;;;;;;
C3;ITS2;AF499789;Cnidaria;Anthozoa;Scleractinia;Agariciidae;Agaricia;humilis;Agaricia humilis;Caribbean;Barbados;Eastern Caribbean;13.113952;-59.323522;Finney_2010_Microb_Ecol_60_250;;AF499789;Ahumilis;Bar;2005;3;;;;;;;;;;;;;;;
C3;ITS2;AF499789;Cnidaria;Anthozoa;Scleractinia;Agariciidae;Agaricia;humilis;Agaricia humilis;Caribbean;Barbados;Eastern Caribbean;13.113952;-59.323522;Finney_2010_Microb_Ecol_60_250;;AF499789;Ahumilis;Bar;2005;4;;;;;;;;;;;;;;;
C3;ITS2;AF499789;Cnidaria;Anthozoa;Scleractinia;Agariciidae;Agaricia;humilis;Agaricia humilis;Caribbean;Barbados;Eastern Caribbean;13.113952;-59.323522;Finney_2010_Microb_Ecol_60_250;;AF499789;Ahumilis;Bar;2005;5;;;;;;;;;;;;;;;
C3;ITS2;AF499789;Cnidaria;Anthozoa;Scleractinia;Agariciidae;Agaricia;humilis;Agaricia humilis;Caribbean;Belize;Western Caribbean;16.480001;-88.045999;Finney_2010_Microb_Ecol_60_250;;AF499789;Ahumilis;Bel;2003;1;;;;;;;;;;;;;;;
C3;ITS2;AF499789;Cnidaria;Anthozoa;Scleractinia;Agariciidae;Agaricia;lamarcki;Agaricia lamarcki;Caribbean;Barbados;Eastern Caribbean;13.113952;-59.323522;Finney_2010_Microb_Ecol_60_250;;AF499789;Alamarcki;Bar;2005;1;;;;;;;;;;;;;;;
C3;ITS2;AF499789;Cnidaria;Anthozoa;Scleractinia;Agariciidae;Agaricia;tenuifolia;Agaricia tenuifolia;Caribbean;Belize;Western Caribbean;16.480001;-88.045999;Finney_2010_Microb_Ecol_60_250;;AF499789;Atenuifolia;Bel;2003;1;;;;;;;;;;;;;;;
C3;ITS2;AF499789;Cnidaria;Anthozoa;Scleractinia;Agariciidae;Agaricia;tenuifolia;Agaricia tenuifolia;Caribbean;Belize;Western Caribbean;16.480001;-88.045999;Finney_2010_Microb_Ecol_60_250;;AF499789;Atenuifolia;Bel;2003;2;;;;;;;;;;;;;;;
C3;ITS2;AF499789;Cnidaria;Anthozoa;Scleractinia;Agariciidae;Agaricia;tenuifolia;Agaricia tenuifolia;Caribbean;Belize;Western Caribbean;16.480001;-88.045999;Finney_2010_Microb_Ecol_60_250;;AF499789;Atenuifolia;Bel;2003;3;;;;;;;;;;;;;;;
C3;ITS2;AF499789;Cnidaria;Anthozoa;Scleractinia;Agariciidae;Agaricia;undata;Agaricia undata;Caribbean;Belize;Western Caribbean;16.480001;-88.045999;Finney_2010_Microb_Ecol_60_250;;AF499789;Aundata;Bel;2003;1;;;;;;;;;;;;;;;
C3;ITS2;AF499789;Cnidaria;Anthozoa;Scleractinia;Faviidae;Diploria;labyrinthiformis;Diploria labyrinthiformis;Caribbean;Barbados;Eastern Caribbean;13.113952;-59.323522;Finney_2010_Microb_Ecol_60_250;;AF499789;Dlabyrinthiformis;Bar;2005;2;;;;;;;;;;;;;;;
C3;ITS2;AF499789;Cnidaria;Anthozoa;Scleractinia;Faviidae;Diploria;strigosa;Diploria strigosa;Caribbean;Barbados;Eastern Caribbean;13.113952;-59.323522;Finney_2010_Microb_Ecol_60_250;;AF499789;Dstrigosa;Bar;2005;5;;;;;;;;;;;;;;;
C3;ITS2;AF499789;Cnidaria;Anthozoa;Scleractinia;Faviidae;Diploria;strigosa;Diploria strigosa;Caribbean;Belize;Western Caribbean;16.480001;-88.045999;Finney_2010_Microb_Ecol_60_250;;AF499789;Dstrigosa;Bel;2003;5;;;;;;;;;;;;;;;
C3;ITS2;AF499789;Cnidaria;Anthozoa;Scleractinia;Faviidae;Favia;fragum;Favia fragum;Caribbean;Barbados;Eastern Caribbean;13.113952;-59.323522;Finney_2010_Microb_Ecol_60_250;;AF499789;Ffragum;Bar;2005;3;;;;;;;;;;;;;;;
C3;ITS2;AF499789;Cnidaria;Anthozoa;Scleractinia;Agariciidae;Leptoseris;cucullata;Leptoseris cucullata;Caribbean;Barbados;Eastern Caribbean;13.113952;-59.323522;Finney_2010_Microb_Ecol_60_250;;AF499789;Lcucullata;Bar;2005;1;;;;;;;;;;;;;;;
C3;ITS2;AF499789;Cnidaria;Anthozoa;Scleractinia;Agariciidae;Leptoseris;cucullata;Leptoseris cucullata;Caribbean;Belize;Western Caribbean;16.480001;-88.045999;Finney_2010_Microb_Ecol_60_250;;AF499789;Lcucullata;Bel;2003;1;;;;;;;;;;;;;;;
C3;ITS2;AF499789;Cnidaria;Anthozoa;Scleractinia;Agariciidae;Leptoseris;cucullata;Leptoseris cucullata;Caribbean;Belize;Western Caribbean;16.480001;-88.045999;Finney_2010_Microb_Ecol_60_250;;AF499789;Lcucullata;Bel;2003;2;;;;;;;;;;;;;;;
C3;ITS2;AF499789;Cnidaria;Anthozoa;Scleractinia;Faviidae;Montastraea;cavernosa;Montastraea cavernosa;Caribbean;Barbados;Eastern Caribbean;13.113952;-59.323522;Finney_2010_Microb_Ecol_60_250;;AF499789;Mcavernosa;Bar;2005;1;;;;;;;;;;;;;;;
C3;ITS2;AF499789;Cnidaria;Anthozoa;Scleractinia;Faviidae;Montastraea;cavernosa;Montastraea cavernosa;Caribbean;Barbados;Eastern Caribbean;13.113952;-59.323522;Finney_2010_Microb_Ecol_60_250;;AF499789;Mcavernosa;Bar;2005;2;;;;;;;;;;;;;;;
C3;ITS2;AF499789;Cnidaria;Anthozoa;Scleractinia;Faviidae;Montastraea;cavernosa;Montastraea cavernosa;Caribbean;Barbados;Eastern Caribbean;13.113952;-59.323522;Finney_2010_Microb_Ecol_60_250;;AF499789;Mcavernosa;Bar;2005;3;;;;;;;;;;;;;;;
C3;ITS2;AF499789;Cnidaria;Anthozoa;Scleractinia;Faviidae;Montastraea;cavernosa;Montastraea cavernosa;Caribbean;Barbados;Eastern Caribbean;13.113952;-59.323522;Finney_2010_Microb_Ecol_60_250;;AF499789;Mcavernosa;Bar;2005;4;;;;;;;;;;;;;;;
C3;ITS2;AF499789;Cnidaria;Anthozoa;Scleractinia;Faviidae;Montastraea;cavernosa;Montastraea cavernosa;Caribbean;Belize;Western Caribbean;16.480001;-88.045999;Finney_2010_Microb_Ecol_60_250;;AF499789;Mcavernosa;Bel;2003;1;;;;;;;;;;;;;;;
C3;ITS2;AF499789;Cnidaria;Anthozoa;Scleractinia;Faviidae;Montastraea;cavernosa;Montastraea cavernosa;Caribbean;Belize;Western Caribbean;16.480001;-88.045999;Finney_2010_Microb_Ecol_60_250;;AF499789;Mcavernosa;Bel;2003;2;;;;;;;;;;;;;;;
C3;ITS2;AF499789;Cnidaria;Anthozoa;Scleractinia;Mussidae;Mycetophyllia;reesi;Mycetophyllia reesi;Caribbean;Belize;Western Caribbean;16.480001;-88.045999;Finney_2010_Microb_Ecol_60_250;;AF499789;Mreesi;Bel;2003;1;;;;;;;;;;;;;;;
C3;ITS2;AF499789;Cnidaria;Anthozoa;Scleractinia;Poritidae;Porites;astreoides;Porites astreoides;Caribbean;Barbados;Eastern Caribbean;13.113952;-59.323522;Finney_2010_Microb_Ecol_60_250;;AF499789;Pastreoides;Bar;2005;11;;;;;;;;;;;;;;;
C3;ITS2;AF499789;Cnidaria;Anthozoa;Scleractinia;Poritidae;Porites;astreoides;Porites astreoides;Caribbean;Barbados;Eastern Caribbean;13.113952;-59.323522;Finney_2010_Microb_Ecol_60_250;;AF499789;Pastreoides;Bar;2005;12;;;;;;;;;;;;;;;
C3;ITS2;AF499789;Cnidaria;Anthozoa;Scleractinia;Poritidae;Porites;astreoides;Porites astreoides;Caribbean;Barbados;Eastern Caribbean;13.113952;-59.323522;Finney_2010_Microb_Ecol_60_250;;AF499789;Pastreoides;Bar;2005;13;;;;;;;;;;;;;;;
